Rank,Rank100,Rank300,Rank500,Player,@001nic2nÏco3vöe,Age,Points,TournamentPlayed,Weightkg,Heightcm,Win,Lose,Prizemoney,Aces,DoubleFaults,@1stServe,@1stServePointsWon,@2ndServePointsWon,BreakPointsFaced,BreakPointsSaved,ServiceGamesPlayed,ServiceGamesWon,TotalServicePointsWon,@1stServeReturnPointsWon,@2ndServeReturnPointsWon,BreakPointsOpportunities,BreakPointsConverted,ReturnGamesPlayed,ReturnGamesWon,ReturnPointsWon,TotalPointsWon,VAR00001
1457,10,4,3,Nikita Volonski,1,21,3,10,71.0,180,0,0,3016,,,,,,,,,,,,,,,,,,, 
1457,10,4,3,Ronan Joncour,1,25,3,10,80.0,188,0,0,2178,,,,,,,,,,,,,,,,,,, 
1457,10,4,3,Mikhail Minakov,1,21,3,10,,,0,0,2210,,,,,,,,,,,,,,,,,,, 
1461,10,4,3,Mohamed Ali Abibsi,1,20,3,11,85.0,183,,,,,,,,,,,,,,,,,,,,,, 
1461,10,4,3,Tomas Jirousek,1,22,3,11,73.0,175,0,0,2230,,,,,,,,,,,,,,,,,,, 
1461,10,4,3,Emmett Ward IV,1,27,3,11,84.0,183,0,0,2574,,,,,,,,,,,,,,,,,,, 
1461,10,4,3,Ivan Marrero Curbelo,1,24,3,11,77.0,180,0,0,2579,,,,,,,,,,,,,,,,,,, 
1465,10,4,3,Krittin Koaykul,1,27,3,12,,,0,0,3272,,,,,,,,,,,,,,,,,,, 
1466,10,4,3,Jiri Jenicek,1,23,3,13,88.0,188,0,0,2996,,,,,,,,,,,,,,,,,,, 
1467,10,4,3,Toby Martin,1,29,3,13,78.0,188,0,0,3614,,,,,,,,,,,,,,,,,,, 
1468,10,4,3,Johan Alexander Rodriguez,1,19,3,14,56.0,173,0,0,2932,,,,,,,,,,,,,,,,,,, 
1469,10,4,3,Purav Raja,1,37,2,1,90.0,183,,,,,,,,,,,,,,,,,,,,,, 
1469,10,4,3,Sergio Galdos,1,32,2,1,89.0,180,0,0,780,,,,,,,,,,,,,,,,,,, 
1469,10,4,3,Vasil Kirkov,1,23,2,1,64.0,185,,,,,,,,,,,,,,,,,,,,,, 
1469,10,4,3,Divij Sharan,1,36,2,1,78.0,183,,,,,,,,,,,,,,,,,,,,,, 
1469,10,4,3,Sadio Doumbia,1,32,2,1,80.0,183,,,,,,,,,,,,,,,,,,,,,, 
1469,10,4,3,Sem Verbeek,1,28,2,1,83.0,193,0,0,481,,,,,,,,,,,,,,,,,,, 
1469,10,4,3,Robert Galloway,1,30,2,1,82.0,188,0,0,2675,,,,,,,,,,,,,,,,,,, 
1469,10,4,3,Lucas Gomez,1,27,2,1,72.0,178,0,0,438,,,,,,,,,,,,,,,,,,, 
1469,10,4,3,Thomas Laurent,1,25,2,1,85.0,191,0,0,224,,,,,,,,,,,,,,,,,,, 
1469,10,4,3,Andre Biro,1,26,2,1,75.0,178,0,0,438,,,,,,,,,,,,,,,,,,, 
1469,10,4,3,Chih Chi Huang,1,22,2,1,84.0,,0,0,828,,,,,,,,,,,,,,,,,,, 
1469,10,4,3,George Stoupe,1,21,2,1,,,0,0,594,,,,,,,,,,,,,,,,,,, 
1469,10,4,3,David Saye,1,18,2,1,,,0,0,438,,,,,,,,,,,,,,,,,,, 
1469,10,4,3,Liam Drover-Mattinen,1,,2,1,,,0,0,260,,,,,,,,,,,,,,,,,,, 
1469,10,4,3,Rodrigo Sanchez,1,31,2,1,,,0,0,260,,,,,,,,,,,,,,,,,,, 
1469,10,4,3,Edoardo cherie Ligniere,1,18,2,1,,,0,0,240,,,,,,,,,,,,,,,,,,, 
1469,10,4,3,Naru Shirafuji,1,24,2,1,,,,,,,,,,,,,,,,,,,,,,,, 
1469,10,4,3,Matthew Summers,1,24,2,1,,,,,,,,,,,,,,,,,,,,,,,, 
1487,10,4,3,Yannick Maden,1,33,2,2,70.0,185,0,0,6252,,,,,,,,,,,,,,,,,,, 
1487,10,4,3,Peter Polansky,1,34,2,2,80.0,193,0,0,650,,,,,,,,,,,,,,,,,,, 
1487,10,4,3,Saketh Myneni,1,35,2,2,85.0,193,,,,,,,,,,,,,,,,,,,,,, 
1487,10,4,3,Tiran Sanghera,1,23,2,2,81.0,183,0,0,594,,,,,,,,,,,,,,,,,,, 
1487,10,4,3,Thai-Son Kwiatkowski,1,27,2,2,81.0,188,0,0,17841,,,,,,,,,,,,,,,,,,, 
1487,10,4,3,Maximiliano Estevez,1,33,2,2,,191,0,0,854,,,,,,,,,,,,,,,,,,, 
1487,10,4,3,Mikhail Dubrouski,1,19,2,2,,,0,0,698,,,,,,,,,,,,,,,,,,, 
1487,10,4,3,Martin Katz,1,19,2,2,,,0,0,698,,,,,,,,,,,,,,,,,,, 
1487,10,4,3,Ranjeet Virali-Murugesan,1,37,2,2,,,0,0,698,,,,,,,,,,,,,,,,,,, 
1487,10,4,3,Meecah Bigun,1,16,2,2,,,0,0,594,,,,,,,,,,,,,,,,,,, 
1487,10,4,3,Igor Kudriashov,1,19,2,2,,,0,0,594,,,,,,,,,,,,,,,,,,, 
1487,10,4,3,Nemanja Malesevic,1,21,2,2,,,0,0,594,,,,,,,,,,,,,,,,,,, 
1487,10,4,3,Lilian Breut,1,26,2,2,,,0,0,403,,,,,,,,,,,,,,,,,,, 
1500,10,4,3,Filippo Moroni,1,21,2,2,73.0,175,0,0,516,,,,,,,,,,,,,,,,,,, 
1500,10,4,3,Ryan James Storrie,1,24,2,2,75.0,175,0,0,430,,,,,,,,,,,,,,,,,,, 
1500,10,4,3,Diogo Morais,1,18,2,2,,,0,0,971,,,,,,,,,,,,,,,,,,, 
1500,10,4,3,Simon Reveniau,1,24,2,2,,,0,0,860,,,,,,,,,,,,,,,,,,, 
1500,10,4,3,Pierce Rollins,1,21,2,2,,,0,0,860,,,,,,,,,,,,,,,,,,, 
1500,10,4,3,Francesco Liucci,1,23,2,2,,,0,0,688,,,,,,,,,,,,,,,,,,, 
1500,10,4,3,Loris Pourroy,1,21,2,2,,,0,0,688,,,,,,,,,,,,,,,,,,, 
1500,10,4,3,Pawit Sornlaksup,1,23,2,2,,,0,0,688,,,,,,,,,,,,,,,,,,, 
1500,10,4,3,Gustaf Strom,1,21,2,2,,,0,0,688,,,,,,,,,,,,,,,,,,, 
1500,10,4,3,Gianluca Acquaroli,1,28,2,2,,,0,0,516,,,,,,,,,,,,,,,,,,, 
1500,10,4,3,Kevin Chahoud,1,21,2,2,,,0,0,516,,,,,,,,,,,,,,,,,,, 
1500,10,4,3,Gregor Ramskogler,1,24,2,2,,,0,0,516,,,,,,,,,,,,,,,,,,, 
1500,10,4,3,Seon Yong Han,1,21,2,2,,,0,0,408,,,,,,,,,,,,,,,,,,, 
1513,10,4,3,Patricio Alvarado,1,33,2,3,73.0,175,0,0,1140,,,,,,,,,,,,,,,,,,, 
1513,10,4,3,Luciano Carraro,1,24,2,3,75.0,183,0,0,865,,,,,,,,,,,,,,,,,,, 
1513,10,4,3,Vladyslav Manafov,1,29,2,3,,,0,0,1340,,,,,,,,,,,,,,,,,,, 
1513,10,4,3,Braden Shick,1,19,2,3,,,0,0,1114,,,,,,,,,,,,,,,,,,, 
1517,10,4,3,Toshihide Matsui,1,44,2,3,76.0,178,0,0,2015,,,,,,,,,,,,,,,,,,, 
1517,10,4,3,Keshav Chopra,1,21,2,3,63.0,183,0,0,776,,,,,,,,,,,,,,,,,,, 
1517,10,4,3,Dominik Langmajer,1,23,2,3,83.0,201,0,0,672,,,,,,,,,,,,,,,,,,, 
1517,10,4,3,Pierre Antoine Tailleu,1,19,2,3,65.0,183,0,0,776,,,,,,,,,,,,,,,,,,, 
1517,10,4,3,Mischa Zverev,1,35,2,3,88.0,191,0,0,1063,,,,,,,,,,,,,,,,,,, 
1517,10,4,3,Dylan Dietrich,1,18,2,3,78.0,193,0,0,844,,,,,,,,,,,,,,,,,,, 
1517,10,4,3,Mustafa Dustov,1,17,2,3,78.0,188,0,0,844,,,,,,,,,,,,,,,,,,, 
1517,10,4,3,Gabriel Ciro Da Silva,1,23,2,3,70.0,183,0,0,884,,,,,,,,,,,,,,,,,,, 
1517,10,4,3,Dragos Constantin Ignat,1,29,2,3,84.0,188,0,0,844,,,,,,,,,,,,,,,,,,, 
1517,10,4,3,Julian Cundom,1,21,2,3,73.0,178,,,,,,,,,,,,,,,,,,,,,, 
1517,10,4,3,Marat Deviatiarov,1,28,2,3,83.0,188,0,0,414,,,,,,,,,,,,,,,,,,, 
1517,10,4,3,Jonas Eriksson Ziverts,1,23,2,3,75.0,185,0,0,1208,,,,,,,,,,,,,,,,,,, 
1517,10,4,3,George Houghton,1,24,2,3,,,0,0,1120,,,,,,,,,,,,,,,,,,, 
1517,10,4,3,Charlelie Cosnet,1,19,2,3,,,0,0,884,,,,,,,,,,,,,,,,,,, 
1517,10,4,3,Kristof Minarik,1,21,2,3,,,0,0,844,,,,,,,,,,,,,,,,,,, 
1517,10,4,3,Samuele Pieri,1,20,2,3,,,0,0,844,,,,,,,,,,,,,,,,,,, 
1517,10,4,3,Samuel Puskar,1,22,2,3,,,0,0,844,,,,,,,,,,,,,,,,,,, 
1517,10,4,3,Darwin Blanch,1,15,2,3,,,0,0,784,,,,,,,,,,,,,,,,,,, 
1517,10,4,3,James Davis,1,24,2,3,,,0,0,776,,,,,,,,,,,,,,,,,,, 
1517,10,4,3,Joao Giannella,1,22,2,3,,,0,0,776,,,,,,,,,,,,,,,,,,, 
1517,10,4,3,Sven Corbinais,1,20,2,3,,,0,0,672,,,,,,,,,,,,,,,,,,, 
1517,10,4,3,Jonas Pelle Hartenstein,1,21,2,3,,,0,0,672,,,,,,,,,,,,,,,,,,, 
1517,10,4,3,Dong Ju Kim,1,20,2,3,,,0,0,672,,,,,,,,,,,,,,,,,,, 
1517,10,4,3,Haesun Lee,1,18,2,3,,,0,0,672,,,,,,,,,,,,,,,,,,, 
1517,10,4,3,Jack Loge,1,18,2,3,,,0,0,672,,,,,,,,,,,,,,,,,,, 
1517,10,4,3,Dusan Milanovic,1,20,2,3,,,0,0,672,,,,,,,,,,,,,,,,,,, 
1517,10,4,3,Benito Sanchez Martinez,1,20,2,3,,,0,0,672,,,,,,,,,,,,,,,,,,, 
1517,10,4,3,Pablo Masjuan Ginel,1,20,2,3,,,0,0,465,,,,,,,,,,,,,,,,,,, 
1545,10,4,3,Phuong Van Nguyen,1,21,2,4,65.0,175,,,,,,,,,,,,,,,,,,,,,, 
1545,10,4,3,Vlad Stoica,1,21,2,4,83.0,183,0,0,1020,,,,,,,,,,,,,,,,,,, 
1545,10,4,3,Jaime Caldes,1,21,2,4,,,0,0,1010,,,,,,,,,,,,,,,,,,, 
1548,10,4,3,Alexander Blockx,1,17,2,4,78.0,191,0,0,3420,,,,,,,,,,,,,,,,,,, 
1548,10,4,3,Ewan Moore,1,24,2,4,76.0,191,0,0,1380,,,,,,,,,,,,,,,,,,, 
1548,10,4,3,Mikhail Fufygin,1,32,2,4,81.0,188,,,,,,,,,,,,,,,,,,,,,, 
1548,10,4,3,Yannik Rahman,1,18,2,4,78.0,185,0,0,828,,,,,,,,,,,,,,,,,,, 
1548,10,4,3,Siim Troost,1,23,2,4,75.0,183,0,0,828,,,,,,,,,,,,,,,,,,, 
1548,10,4,3,Ryan Colby,1,19,2,4,,,0,0,3113,,,,,,,,,,,,,,,,,,, 
1548,10,4,3,Tomas Curras Abasolo,1,22,2,4,,,0,0,1380,,,,,,,,,,,,,,,,,,, 
1548,10,4,3,Ottaviano Martini,1,25,2,4,,,0,0,1276,,,,,,,,,,,,,,,,,,, 
1548,10,4,3,Michel Hopp,1,24,2,4,,,0,0,1172,,,,,,,,,,,,,,,,,,, 
1548,10,4,3,Horst Rieder,1,25,2,4,,,0,0,1172,,,,,,,,,,,,,,,,,,, 
1548,10,4,3,Vladimir Bazilevskiy,1,17,2,4,,,0,0,1104,,,,,,,,,,,,,,,,,,, 
1548,10,4,3,Raghav Jaisinghani,1,24,2,4,,,0,0,1104,,,,,,,,,,,,,,,,,,, 
1548,10,4,3,Tu Le Khanh Duy,1,20,2,4,,,0,0,1104,,,,,,,,,,,,,,,,,,, 
1548,10,4,3,Bogdan Pavel,1,23,2,4,,,0,0,932,,,,,,,,,,,,,,,,,,, 
1548,10,4,3,Baran Cengiz,1,21,2,4,,,0,0,828,,,,,,,,,,,,,,,,,,, 
1548,10,4,3,Paras Dahiya,1,24,2,4,,,0,0,828,,,,,,,,,,,,,,,,,,, 
1548,10,4,3,Ignacio Novo,1,22,2,4,,,0,0,828,,,,,,,,,,,,,,,,,,, 
1548,10,4,3,Ioan Alexandru Chirita,1,19,2,4,,,,,,,,,,,,,,,,,,,,,,,, 
1548,10,4,3,Egor Novikov,1,21,2,4,,,,,,,,,,,,,,,,,,,,,,,, 
1567,10,4,3,Tomislav Edward Papac,1,27,2,5,75.0,191,0,0,1196,,,,,,,,,,,,,,,,,,, 
1567,10,4,3,Arthur Gea,1,17,2,5,72.0,180,0,0,1890,,,,,,,,,,,,,,,,,,, 
1567,10,4,3,Michel Vernier,1,30,2,5,73.0,178,0,0,1872,,,,,,,,,,,,,,,,,,, 
1567,10,4,3,Aman Sharma,1,19,2,5,,,0,0,1166,,,,,,,,,,,,,,,,,,, 
1567,10,4,3,Ivar Jose Aramburu Contreras,1,28,2,5,75.0,,0,0,1062,,,,,,,,,,,,,,,,,,, 
1567,10,4,3,Alessio Zanotti,1,23,2,5,,,0,0,1062,,,,,,,,,,,,,,,,,,, 
1573,10,4,3,Luca Staeheli,1,22,2,5,86.0,180,0,0,1432,,,,,,,,,,,,,,,,,,, 
1573,10,4,3,Kaylan Bigun,1,16,2,5,79.0,180,0,0,984,,,,,,,,,,,,,,,,,,, 
1573,10,4,3,Cheng-Yu Yu,1,27,2,5,73.0,188,0,0,1088,,,,,,,,,,,,,,,,,,, 
1573,10,4,3,Dragos Nicolae Cazacu,1,18,2,5,70.0,180,0,0,1088,,,,,,,,,,,,,,,,,,, 
1573,10,4,3,Timofey Stepanov,1,19,2,5,75.0,188,0,0,1588,,,,,,,,,,,,,,,,,,, 
1573,10,4,3,Manuel Mouilleron Salvo,1,19,2,5,82.0,191,0,0,1260,,,,,,,,,,,,,,,,,,, 
1573,10,4,3,Gregoire Jacq,1,30,2,5,72.0,180,0,0,1432,,,,,,,,,,,,,,,,,,, 
1573,10,4,3,Derek Pham,1,18,2,5,75.0,180,0,0,2740,,,,,,,,,,,,,,,,,,, 
1573,10,4,3,Matt Hulme,1,23,2,5,83.0,191,0,0,1770,,,,,,,,,,,,,,,,,,, 
1573,10,4,3,Cyril Respaut,1,23,2,5,72.0,178,0,0,1468,,,,,,,,,,,,,,,,,,, 
1573,10,4,3,Paul Cayre,1,27,2,5,,,0,0,1536,,,,,,,,,,,,,,,,,,, 
1573,10,4,3,Guy Den Heijer,1,25,2,5,,,0,0,1536,,,,,,,,,,,,,,,,,,, 
1573,10,4,3,Pol Amoros Ramos,1,24,2,5,,,0,0,1364,,,,,,,,,,,,,,,,,,, 
1573,10,4,3,Adan Freire Da Silva,1,23,2,5,,,0,0,1296,,,,,,,,,,,,,,,,,,, 
1573,10,4,3,Denis Spiridon,1,,2,5,,,0,0,1114,,,,,,,,,,,,,,,,,,, 
1573,10,4,3,Jack Karlsson Wistrand,1,20,2,5,,,0,0,1104,,,,,,,,,,,,,,,,,,, 
1573,10,4,3,Vesa Ahti,1,23,2,5,,,0,0,1088,,,,,,,,,,,,,,,,,,, 
1573,10,4,3,Louis Herman,1,21,2,5,,,0,0,1088,,,,,,,,,,,,,,,,,,, 
1573,10,4,3,Baran Soyler,1,18,2,5,,,0,0,1088,,,,,,,,,,,,,,,,,,, 
1573,10,4,3,Michael Francis Eala,1,20,2,5,,,0,0,984,,,,,,,,,,,,,,,,,,, 
1573,10,4,3,Vladimir Korolev,1,27,2,5,,,0,0,984,,,,,,,,,,,,,,,,,,, 
1594,10,4,3,Tobias Simon,1,31,2,6,96.0,198,0,0,1654,,,,,,,,,,,,,,,,,,, 
1594,10,4,3,Timur Maulenov,1,22,2,6,,,0,0,1842,,,,,,,,,,,,,,,,,,, 
1594,10,4,3,Elijah Strode,1,20,2,6,,,0,0,1218,,,,,,,,,,,,,,,,,,, 
1597,10,4,3,Benjamin Denis Alarcon,1,23,2,6,64.0,168,0,0,1255,,,,,,,,,,,,,,,,,,, 
1597,10,4,3,Max Wiskandt,1,20,2,6,82.0,191,0,0,1537,,,,,,,,,,,,,,,,,,, 
1597,10,4,3,Sam Ryan Ziegann,1,24,2,6,78.0,191,0,0,1926,,,,,,,,,,,,,,,,,,, 
1597,10,4,3,Leyton Rivera,1,21,2,6,72.0,183,0,0,1348,,,,,,,,,,,,,,,,,,, 
1597,10,4,3,Miguel Fernando Pereira,1,23,2,6,82.0,185,0,0,1546,,,,,,,,,,,,,,,,,,, 
1597,10,4,3,Marc Othman Ktiri,1,19,2,6,,,0,0,4310,,,,,,,,,,,,,,,,,,, 
1597,10,4,3,Rocco Piatti,1,18,2,6,,,0,0,1687,,,,,,,,,,,,,,,,,,, 
1597,10,4,3,Tiago Silva,1,18,2,6,,,0,0,1675,,,,,,,,,,,,,,,,,,, 
1597,10,4,3,Minhtuan Pham,1,29,2,6,,,0,0,1624,,,,,,,,,,,,,,,,,,, 
1597,10,4,3,Pol Wattanakul,1,27,2,6,,,0,0,1578,,,,,,,,,,,,,,,,,,, 
1597,10,4,3,Joe Misrahi,1,18,2,6,,,0,0,1520,,,,,,,,,,,,,,,,,,, 
1597,10,4,3,Aleksandar Tomas,1,19,2,6,,,0,0,1260,,,,,,,,,,,,,,,,,,, 
1597,10,4,3,Aleksandr Lobanov,1,21,2,6,,,0,0,1140,,,,,,,,,,,,,,,,,,, 
1597,10,4,3,Patrik Oplustil,1,17,2,6,,,0,0,1140,,,,,,,,,,,,,,,,,,, 
1611,10,4,3,Mousa Alkotop,1,24,2,7,,,0,0,1322,,,,,,,,,,,,,,,,,,, 
1612,10,4,3,Adam Heinonen,1,20,2,7,72.0,188,0,0,1952,,,,,,,,,,,,,,,,,,, 
1612,10,4,3,Lucio Carnevalle,1,21,2,7,71.0,175,0,0,1572,,,,,,,,,,,,,,,,,,, 
1612,10,4,3,Antonio Massara,1,27,2,7,70.0,178,0,0,1676,,,,,,,,,,,,,,,,,,, 
1612,10,4,3,Karlo Cubelic,1,24,2,7,77.0,188,0,0,1504,,,,,,,,,,,,,,,,,,, 
1612,10,4,3,Aristotelis Thanos,3,21,2,7,82.0,,1,1,16244,2,2,.55,.52,.36,8,.38,8.000,.38,.45,.21,.22,3,.00,7.000,.00,.21,.34, 
1612,10,4,3,Michael Shaw,1,23,2,7,,,0,0,2160,,,,,,,,,,,,,,,,,,, 
1612,10,4,3,Alejandro Garcia,1,21,2,7,,,0,0,1988,,,,,,,,,,,,,,,,,,, 
1612,10,4,3,Noah Schlagenhauf,1,20,2,7,,,0,0,1816,,,,,,,,,,,,,,,,,,, 
1612,10,4,3,Pablo Trochu,1,19,2,7,,,0,0,1400,,,,,,,,,,,,,,,,,,, 
1612,10,4,3,Maxime Dubouch,1,19,2,7,,,0,0,1348,,,,,,,,,,,,,,,,,,, 
1622,10,4,3,Lior Goldenberg,1,23,2,8,,,0,0,1946,,,,,,,,,,,,,,,,,,, 
1623,10,4,3,Chuhan Wang,1,30,2,8,75.0,188,0,0,1556,,,,,,,,,,,,,,,,,,, 
1623,10,4,3,Joao Eduardo Schiessl,1,18,2,8,72.0,180,0,0,2170,,,,,,,,,,,,,,,,,,, 
1623,10,4,3,Evan Bynoe,1,23,2,8,73.0,185,0,0,1452,,,,,,,,,,,,,,,,,,, 
1623,10,4,3,Benedikt Emesz,1,21,2,8,,,0,0,2072,,,,,,,,,,,,,,,,,,, 
1623,10,4,3,Karim Ibrahim,1,19,2,8,,,0,0,1884,,,,,,,,,,,,,,,,,,, 
1623,10,4,3,Taym Al Azmeh,1,18,2,8,,,0,0,1764,,,,,,,,,,,,,,,,,,, 
1623,10,4,3,Anthony Genov,1,20,2,8,,,0,0,1764,,,,,,,,,,,,,,,,,,, 
1623,10,4,3,Michael Gloeckler,1,24,2,8,,,0,0,1764,,,,,,,,,,,,,,,,,,, 
1623,10,4,3,Matic Dimic,1,21,2,8,,,0,0,1728,,,,,,,,,,,,,,,,,,, 
1623,10,4,3,Mattias Southcombe,1,19,2,8,,,0,0,1660,,,,,,,,,,,,,,,,,,, 
1633,10,4,3,Brandon Perez,1,22,2,9,83.0,191,0,0,1712,,,,,,,,,,,,,,,,,,, 
1633,10,4,3,Lohithaksha Bathrinath,1,22,2,9,75.0,185,0,0,3545,,,,,,,,,,,,,,,,,,, 
1633,10,4,3,Mehdi Benchakroun,1,19,2,9,,,0,1,2611,,,,,,,,,,,,,,,,,,, 
1633,10,4,3,Niccol? Ciavarella,1,18,2,9,,,0,0,2420,,,,,,,,,,,,,,,,,,, 
1633,10,4,3,Noel Larwig,1,21,2,9,,,0,0,1843,,,,,,,,,,,,,,,,,,, 
1638,10,4,3,Nicolas Rafael Goldberg Alviani,1,20,2,10,76.0,180,0,0,1868,,,,,,,,,,,,,,,,,,, 
1638,10,4,3,Enrique Bogo,1,27,2,10,75.0,185,0,0,2170,,,,,,,,,,,,,,,,,,, 
1638,10,4,3,Ignacio Benzal Alia,1,22,2,10,80.0,183,0,0,1868,,,,,,,,,,,,,,,,,,, 
1638,10,4,3,Dominik Kellovsky,1,26,2,10,78.0,183,0,0,2248,,,,,,,,,,,,,,,,,,, 
1642,10,4,3,Lazar Vojinovic,1,23,2,11,,,0,0,2336,,,,,,,,,,,,,,,,,,, 
1642,10,4,3,Chad Kissell,1,26,2,11,,,0,0,2232,,,,,,,,,,,,,,,,,,, 
1644,10,4,3,Andrea Del Federico,1,23,2,12,88.0,188,0,0,2973,,,,,,,,,,,,,,,,,,, 
1644,10,4,3,Neo Niedner,1,19,2,12,,,0,0,2388,,,,,,,,,,,,,,,,,,, 
1644,10,4,3,Walid Ahouda,1,19,2,12,,,0,0,2248,,,,,,,,,,,,,,,,,,, 
1644,10,4,3,Michael Bassem Sobhy,0,18,2,12,,,0,1,2180,,,,,,,,,,,,,,,,,,, 
1648,10,4,3,Paul Valsecchi,1,25,2,17,83.0,188,0,0,3363,,,,,,,,,,,,,,,,,,, 
1649,10,4,3,Milos Karol,1,20,2,19,90.0,198,0,0,4998,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Patrick Schoen,1,17,1,1,65.0,185,0,0,430,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Nicolas Eli,1,17,1,1,66.0,178,0,0,305,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Gino Romano,1,20,1,1,77.0,175,0,0,430,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Zack Viiala,1,17,1,1,77.0,185,0,0,260,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Xian Yao Zhou,1,21,1,1,85.0,185,0,0,468,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Seiya Nakanishi,1,26,1,1,88.0,188,0,0,560,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Tom Paris,1,20,1,1,83.0,191,0,0,258,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Hugo Voljacques,1,29,1,1,72.0,180,0,0,258,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Kenneth Raisma,1,24,1,1,82.0,193,0,0,258,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Lisandru Rodriguez,1,20,1,1,73.0,183,0,0,430,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Nick Lagaev,1,21,1,1,75.0,185,0,0,430,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Leny Mitjana,1,28,1,1,75.0,183,0,0,430,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Philipp Pavlenko,1,21,1,1,,,0,0,640,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Tomasz Berkieta,1,16,1,1,,,0,0,607,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Shunsuke Nakagawa,1,22,1,1,,,0,0,560,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Islam Orynbasar,1,18,1,1,,,0,0,560,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Anders Grinderslev,1,29,1,1,,,0,0,432,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Ran Amar,1,23,1,1,,,0,0,430,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Aleksandar Andic,1,20,1,1,,,0,0,430,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Sandesh Dattatray Kurale,1,19,1,1,,,0,0,430,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Pol Del Castillo,1,19,1,1,,,0,0,430,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Gregoire Gervail,1,30,1,1,,,0,0,430,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Mihail Ivanov,1,,1,1,,,0,0,430,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Vasco Leote Prata,1,19,1,1,,,0,0,430,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Mikolaj Lis,1,19,1,1,,,0,0,430,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Diogo Marques,1,23,1,1,,,0,0,430,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Antonio Muniz Hidalgo,1,22,1,1,,,0,0,430,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Josh Reid,1,21,1,1,,,0,0,430,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Evan Sharygin,1,15,1,1,,,0,0,430,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Alvaro Peiro Serrano,1,18,1,1,,,0,0,423,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Patrick Fletchall,1,22,1,1,,,0,0,388,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Isaac Arturo Arevalo,1,22,1,1,,,0,0,258,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Ricardo Batista,1,19,1,1,,,0,0,258,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,John Bernard,1,21,1,1,,,0,0,258,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Loren Thomas Byers,1,21,1,1,,,0,0,258,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Tin Chen,1,25,1,1,,,0,0,258,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Federico Cina,1,15,1,1,,,0,0,258,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Andrei Duarte,1,23,1,1,,,0,0,258,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Lorenzo Favero,1,21,1,1,,,0,0,258,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Andres Fernandez Canovas,1,23,1,1,,,0,0,258,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Jeremy Field,1,26,1,1,,,0,0,258,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Piotr Galus,1,22,1,1,,,0,0,258,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Tobia Grandinetti,1,18,1,1,,,0,0,258,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Edoardo Graziani,1,22,1,1,,,0,0,258,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Luca Hesselmann,1,22,1,1,,,0,0,258,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Casey Hoole,1,19,1,1,,,0,0,258,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Edward Hubner,1,24,1,1,,,0,0,258,,,,,,,,,,,,,,,,,,, 
1650,10,4,3,Rakhimbek Ibrakhimov,1,21,1,1,,,0,0,258,,,,,,,,,,,,,,,,,,, 
